,Account,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago
126,@CBS,0.9466,Mon Dec 04 03:01:09 +0000 2017,0.328,0.0,0.672,RT @junerenee: A true classic and favorite!! Love #CarolBurnett50 laughed and cried...just like before!,27
127,@CBS,0.5994,Mon Dec 04 02:51:35 +0000 2017,0.719,0.0,0.281,RT if you’ve loved reliving these classic moments during #CarolBurnett50 https://t.co/I1tIWeSlsQ,28
128,@CBS,0.7906,Mon Dec 04 02:49:27 +0000 2017,0.731,0.0,0.269,RT @Mom101: I can't tell you the joy of seeing my 10yo laughing at this. Especially the Tim Conway dentist sketch.  #CarolBurnett50,29
129,@CBS,0.8689,Mon Dec 04 02:47:39 +0000 2017,0.671,0.0,0.329,"RT @AdeleAndMike: Thank You for bringing back such wonderful memories, the entire family would gather to watch, and we would then laugh abo…",30
130,@CBS,0.8016,Mon Dec 04 02:43:14 +0000 2017,0.736,0.0,0.264,RT @tessab13: The Siamese Elephants skit on the Carol Burnett show is such a classic and possibly my favorite. Loved Tim Conway! #CarolBurn…,31
131,@CBS,0.5719,Mon Dec 04 02:26:30 +0000 2017,0.844,0.0,0.156,RT @inezpanebianco: @OfficialBPeters and Carol Burnett reminiscing back on the carol burnett show is my idea of a perfect night ❤️ #CarolBu…,32
132,@CBS,0.0,Mon Dec 04 02:22:42 +0000 2017,1.0,0.0,0.0,"What a performance by @OfficialBPeters, @KChenoweth, Carol Burnett, Steve Lawrence, and @StephenAtHome!… https://t.co/DqewQ6ASQp",33
133,@CBS,0.25,Mon Dec 04 02:12:59 +0000 2017,0.867,0.0,0.133,RT @jonjeffryes: Bob Mackie created 65 costumes a week for The Carol Burnett Show #CarolBurnett50,34
134,@CBS,0.0,Mon Dec 04 01:56:26 +0000 2017,1.0,0.0,0.0,RT @bmayberry92: Steve Carell with that video submission though! 😂 #carolburnett50,35
135,@CBS,0.0,Mon Dec 04 01:55:44 +0000 2017,1.0,0.0,0.0,She’s still got it! #CarolBurnett50 https://t.co/zTxZc5zrqP,36
136,@CBS,0.8591,Mon Dec 04 01:43:24 +0000 2017,0.513,0.0,0.487,RT @BobMackie: Our friend Tim Conway never failed to make us laugh #CarolBurnett50,37
137,@CBS,-0.2263,Mon Dec 04 01:33:37 +0000 2017,0.924,0.076,0.0,RT @bpeters99: #CarolBurnett50  Am I the Only one with tears in my eyes while I give a standing ovation from my couch? One of the most bril…,38
138,@CBS,0.5574,Mon Dec 04 01:24:51 +0000 2017,0.806,0.0,0.194,RT @SuperJen1117: This show is awesome...Some of the funniest women together on one stage 🙌🏼❤️ #CarolBurnett50,39
139,@CBS,0.3612,Mon Dec 04 01:13:30 +0000 2017,0.762,0.0,0.238,These two are just like sisters ❤️ #CarolBurnett50 https://t.co/EPpyf2kOuV,40
140,@CBS,0.4588,Mon Dec 04 01:11:57 +0000 2017,0.864,0.0,0.136,RT @chattie: Watching #carolburnett50  can’t quit smiling. Brings me memories of watching on Saturday nights with my mom and grandma.,41
141,@CBS,0.807,Mon Dec 04 01:05:31 +0000 2017,0.644,0.0,0.356,RT @DanRocks98: Settling in for the #CarolBurnett50 special. This lady is comedy gold! A true staple of my childhood.,42
142,@CBS,0.4574,Mon Dec 04 01:00:09 +0000 2017,0.87,0.0,0.13,She’s back! Tune in now to see The Carol Burnett 50th Anniversary Special on CBS and CBS All Access. #CarolBurnett50 https://t.co/HhvRmT5AR0,43
143,@CBS,-0.2263,Mon Dec 04 00:25:16 +0000 2017,0.905,0.095,0.0,"Due to #NFL football overrun #CBS is delayed 11 min in: 
Atlanta 
Baltimore 
Columbus
Cleveland 
Toledo
Detroit
Fli… https://t.co/oCkn11yJOR",44
144,@CBS,0.8271,Sun Dec 03 20:00:02 +0000 2017,0.648,0.0,0.352,Relive the laughter and the magic in this star-studded tribute to everyone's favorite classic comedy show. Don't mi… https://t.co/WV6jxBnRAt,45
145,@CBS,0.7783,Sun Dec 03 18:44:14 +0000 2017,0.714,0.0,0.286,"Tonight, spend an evening together with Carol Burnett and celebrity friends as they celebrate The Carol Burnett 50t… https://t.co/uH2uM9cJFS",46
146,@CBS,0.8658,Sun Dec 03 17:32:01 +0000 2017,0.614,0.0,0.386,Carol Burnett credits the close-knit cast for the success of her show. Join her and original cast members Vicki Law… https://t.co/1rlNPUS5EJ,47
147,@CBS,0.8516,Sun Dec 03 13:00:04 +0000 2017,0.647,0.0,0.353,Carol Burnett and friends reflect on how the show became an instant classic that's still celebrated today! Join the… https://t.co/lZgVz9XSyM,48
148,@CBS,0.7897,Sun Dec 03 12:00:01 +0000 2017,0.72,0.0,0.28,"Tonight, celebrate with Carol Burnett, Vicki Lawrence, Lyle Waggoner &amp; more special guests! Find out how to watch T… https://t.co/Rhm6RJ34u2",49
149,@CBS,0.6166,Sat Dec 02 15:55:39 +0000 2017,0.825,0.0,0.175,Stream Indiana at Michigan LIVE today at 12:30PM ET with a 1-month FREE trial of #CBSAllAccess. Just use promo code… https://t.co/xRem3zSyEQ,50
150,@CBS,0.1867,Sat Dec 02 14:30:03 +0000 2017,0.902,0.0,0.098,Kristin Chenoweth (@KChenoweth) explains why audiences still crave Carol Burnett! Don't miss The Carol Burnett 50th… https://t.co/kM92NTtTfs,51
151,@CBS,0.6996,Sat Dec 02 13:00:07 +0000 2017,0.821,0.0,0.179,"Catch up on this amazing lineup of music specials! Here's how to watch Bruno Mars: 24K Magic Live at the Apollo, Th… https://t.co/Jit2CzZJCY",52
152,@CBS,-0.3595,Sat Dec 02 12:00:03 +0000 2017,0.872,0.128,0.0,Missed Bruno Mars: 24K Magic Live at the Apollo? Keep up! Watch the full show: https://t.co/itXpGB5gRm #BrunoMars https://t.co/8yyQlC1LML,53
153,@CBS,0.3612,Fri Dec 01 22:43:05 +0000 2017,0.884,0.0,0.116,Reminisce with these classic photos and get ready to relive the magic when The Carol Burnett 50th Anniversary Speci… https://t.co/yJQEzCjoSA,54
154,@CBS,0.4199,Fri Dec 01 22:15:28 +0000 2017,0.866,0.0,0.134,"RT @LivinBiblically: In the beginning, there was Chip. And lo! Chip had a revelation. #LivingBiblically is a new comedy premiering Monday,…",55
155,@CBS,0.7707,Fri Dec 01 21:00:12 +0000 2017,0.718,0.0,0.282,"Discover these pro football stars' off-the-field talents in MVP: Most Valuable Performer, airing Jan 25 on CBS! Fin… https://t.co/g8jSRW8mQf",56
156,@CBS,0.0,Fri Dec 01 20:17:18 +0000 2017,1.0,0.0,0.0,"Find out when #BigBrother celebrity edition, #AmazingRace, #Survivor, new drama @instinctcbs and new comedy… https://t.co/4Psl74zcCB",57
157,@CBS,0.8221,Fri Dec 01 19:32:18 +0000 2017,0.691,0.0,0.309,Actress @BethBehrs explains why Carol Burnett is her hero! Celebrate her lasting influence with The Carol Burnett 5… https://t.co/Lnt5P9jEu0,58
158,@CBS,0.0,Fri Dec 01 18:40:34 +0000 2017,1.0,0.0,0.0,"RT @instinctcbs: New drama #Instinct, starring @Alancumming, premieres Sunday, March 11 on @CBS! https://t.co/aaL0JXpqav",59
159,@CBS,0.0,Fri Dec 01 18:16:37 +0000 2017,1.0,0.0,0.0,"RT @AmazingRaceCBS: On your marks... #AmazingRace returns Wednesday, January 3! https://t.co/XMSJSUymUZ",60
160,@CBS,0.0,Fri Dec 01 18:10:11 +0000 2017,1.0,0.0,0.0,RT @CBSBigBrother: Mark. Your. Calendars. The celebrity edition of #BigBrother premieres February 7! https://t.co/nP3Do6jTwM,61
161,@CBS,0.6893,Fri Dec 01 14:00:04 +0000 2017,0.749,0.0,0.251,The Angels await you... catch up on the world's most celebrated fashion show now! Watch the full 2017… https://t.co/xfYDbEzpfX,62
162,@CBS,0.1901,Fri Dec 01 12:00:03 +0000 2017,0.907,0.0,0.093,"Comedy stars Amy Poehler, Bill Hader, @MayaRudolph &amp; @TraceeEllisRoss give the legendary Tarzan yell a try- but no… https://t.co/lrrHE2f9Nv",63
163,@CBS,0.296,Fri Dec 01 01:31:30 +0000 2017,0.872,0.0,0.128,Action-adventure series 'Blood &amp; Treasure' has been picked up for broadcast in Summer 2019: https://t.co/gAjqbF5bYh https://t.co/3cTBH9AKFI,64
164,@CBS,0.0,Thu Nov 30 21:10:19 +0000 2017,1.0,0.0,0.0,Carol Burnett visited @TheTalkCBS to discuss how she got her start in show business! Watch The Carol Burnett 50th A… https://t.co/EyqmFWZHEC,65
165,@CBS,0.6115,Thu Nov 30 20:54:39 +0000 2017,0.773,0.0,0.227,"The world's most beloved fairy tales are reimagined as a dark &amp; twisted psychological thriller in ""Tell Me A Story,… https://t.co/CytIswrRj1",66
166,@CBS,0.0,Thu Nov 30 17:40:02 +0000 2017,1.0,0.0,0.0,RT @RansomCBS: #Ransom star @luke_j_roberts on set in Budapest for Season 2! https://t.co/rgC5ylqSMp,67
167,@CBS,0.6808,Thu Nov 30 17:30:05 +0000 2017,0.752,0.0,0.248,Comic @JayLeno reflects on the major impression Carol Burnett left on him. Celebrate The Carol Burnett 50th Anniver… https://t.co/PIakndHJt1,68
168,@CBS,0.3612,Thu Nov 30 15:00:05 +0000 2017,0.865,0.0,0.135,"Watch #BrunoMars perform ""That's What I Like"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/hAFcB9HpE3 https://t.co/I7ZWHdDYCP",69
169,@CBS,0.0,Thu Nov 30 12:00:03 +0000 2017,1.0,0.0,0.0,"Watch #BrunoMars perform ""24K Magic"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/UgD4fC5cS6 https://t.co/iTGKJSbjwY",70
170,@CBS,-0.3595,Thu Nov 30 07:52:09 +0000 2017,0.872,0.128,0.0,Missed Bruno Mars: 24K Magic Live at the Apollo Theater? Keep up! Watch the full show: https://t.co/itXpGB5gRm… https://t.co/nkRMIUd2Df,71
171,@CBS,0.6239,Thu Nov 30 04:09:55 +0000 2017,0.55,0.0,0.45,RT @CWatkinsTV: That. Was. Amazing! #BrunoMars,72
172,@CBS,0.0,Thu Nov 30 04:00:27 +0000 2017,1.0,0.0,0.0,The stage is 🔥🔥 #BrunoMars https://t.co/nykrDH46Bs,73
173,@CBS,0.5542,Thu Nov 30 03:59:09 +0000 2017,0.796,0.0,0.204,RT @anitakearney65: I could watch this all night #Brunomars #BrunosTvSpecial so much fun to watch OMG,74
174,@CBS,0.0,Thu Nov 30 03:55:37 +0000 2017,1.0,0.0,0.0,Everybody put your hands up! #BrunoMars https://t.co/jU7NyttAqv,75
175,@CBS,0.0,Thu Nov 30 03:51:38 +0000 2017,1.0,0.0,0.0,RT @Sara_nurse: My 2yr old niece heard @BrunoMars and is now up singing and dancing #BrunosTVSpecial #BrunoMars,76
176,@CBS,0.0,Thu Nov 30 03:44:54 +0000 2017,1.0,0.0,0.0,"RT @AllieNY86: His voice is mesmerizing 
#BrunoMars",77
177,@CBS,0.7482,Thu Nov 30 03:37:13 +0000 2017,0.566,0.0,0.434,RT @BrunoMars: We love you MARY!!!! ❤️ #BrunosTvSpecial,78
178,@CBS,0.8513,Thu Nov 30 03:35:13 +0000 2017,0.458,0.0,0.542,RT @RDMichelleLNK: Loving a dose of #BrunoMars midweek. So amazing!,79
179,@CBS,0.7232,Thu Nov 30 03:33:32 +0000 2017,0.698,0.0,0.302,We’re only halfway into the show. Get ready for more of your favorite #BrunoMars tunes! https://t.co/BJh0PeX864,80
180,@CBS,0.0,Thu Nov 30 03:23:03 +0000 2017,1.0,0.0,0.0,"When #BrunoMars tells you to pick up the phone, that’s exactly what you do. https://t.co/JZDS26h3lL",81
181,@CBS,0.8979,Thu Nov 30 03:11:31 +0000 2017,0.557,0.049,0.394,RT @MargoSlade: Best way to relax after a hard day of work watching #BrunoMars on #BrunosTVSpecial my heart is the happiest,82
182,@CBS,0.0,Thu Nov 30 03:09:54 +0000 2017,1.0,0.0,0.0,RT @Tiffany48184: Now that's how you open up a show!!!!! #BrunoMars,83
183,@CBS,0.6988,Thu Nov 30 03:07:20 +0000 2017,0.548,0.0,0.452,RT if you’re ready to party with #BrunoMars!! https://t.co/o4qQoKOzgH,84
184,@CBS,0.0,Thu Nov 30 03:06:38 +0000 2017,1.0,0.0,0.0,RT @BrunoMars: POP POP!!💥💥 everyone tweet #BrunosTvSpecial! We on!!!! 🍾,85
185,@CBS,0.7067,Thu Nov 30 03:03:15 +0000 2017,0.754,0.0,0.246,RT @Queentassia14: Bruno Mars Live at the Apollo!!!! Yeah I have to wake up at like 4 am for work.... but it's worth it. #BrunoMars #Brunos…,86
186,@CBS,0.0,Thu Nov 30 03:02:34 +0000 2017,1.0,0.0,0.0,RT @asbstar30: BRUNO #BrunoMars,87
187,@CBS,0.0,Thu Nov 30 02:59:59 +0000 2017,1.0,0.0,0.0,"Get on your feet, and prepare to dance. #BrunoMars is hitting the stage! https://t.co/yOyq8JlMZj",88
188,@CBS,0.6514,Thu Nov 30 02:45:03 +0000 2017,0.842,0.0,0.158,"Pop pop, it's showtime! Bruno Mars: 24K Magic Live at the Apollo starts at 10/9c on CBS, or try 1 month FREE of CBS… https://t.co/cpCSYDKieM",89
189,@CBS,0.1139,Thu Nov 30 00:06:05 +0000 2017,0.936,0.0,0.064,Calling all Bruno Mars' lovelies... don't miss Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c on CBS &amp; CB… https://t.co/nGOgukLMx9,90
190,@CBS,0.6825,Wed Nov 29 23:20:13 +0000 2017,0.772,0.0,0.228,You'll treasure this special night with #BrunoMars! Find out how to watch Bruno Mars: 24K Magic Live at the Apollo… https://t.co/qF2eRcJLSJ,91
191,@CBS,0.5826,Wed Nov 29 23:15:24 +0000 2017,0.848,0.0,0.152,RT @BrunoMars: Ladies put your hoops on tonight! Fellas break out that good cologne! #BrunosTvSpecial is airing on @CBS! What y’all trynna…,92
192,@CBS,0.0,Wed Nov 29 23:14:57 +0000 2017,1.0,0.0,0.0,RT @YoungSheldon: Sheldon will do whatever it takes to get his hands on his own computer in tomorrow's all-new episode of #YoungSheldon! ht…,93
193,@CBS,0.0,Wed Nov 29 23:13:40 +0000 2017,1.0,0.0,0.0,RT @survivorcbs: What drama will ensue on back-to-back episodes of #Survivor tonight? Watch a sneak peek now: https://t.co/LHcxyClSw1 https…,94
194,@CBS,0.0,Wed Nov 29 22:34:56 +0000 2017,1.0,0.0,0.0,Discover every reason why #BrunoMars is 24K Magic! Watch Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c o… https://t.co/oaPjvl3rSW,95
195,@CBS,0.0,Wed Nov 29 21:07:33 +0000 2017,1.0,0.0,0.0,Did you catch these tiny moments during the 2017 Victoria's Secret Fashion Show? Find out what you may have missed:… https://t.co/IIyupot9uU,96
196,@CBS,0.4559,Wed Nov 29 20:41:13 +0000 2017,0.858,0.0,0.142,RT @funnyordie: Live! Watch Tim Meadows and Patrick Brammall of @NoActivityCBS play themselves in new 8-bit video game! https://t.co/nXCuHO…,97
197,@CBS,0.0,Wed Nov 29 15:00:07 +0000 2017,1.0,0.0,0.0,The 'Only Angel' @Harry_Styles saw last night were the ones on the runway! Watch him perform at the #VSFashionShow:… https://t.co/na8GAiZwmS,98
198,@CBS,0.6124,Wed Nov 29 12:00:06 +0000 2017,0.8,0.0,0.2,This entire collection is drop-dead gorgeous. See all the most sizzling looks from the 2017 #VSFashionShow:… https://t.co/zpTKXcm05r,99
199,@CBS,0.4926,Wed Nov 29 09:09:48 +0000 2017,0.842,0.0,0.158,"Stars @Miguel, @Harry_Styles, @leslieodomjr &amp; more set the tone for a truly incredible show! Watch all the musical… https://t.co/kmo4l3aGai",100
200,@CNN,-0.5106,Thu Dec 14 16:45:14 +0000 2017,0.769,0.231,0.0,"Rick Santorum: President Trump's ""personal antics"" are damaging his agenda https://t.co/Ng9AtCufSg https://t.co/rtqy5Msw7S",1
201,@CNN,0.0,Thu Dec 14 16:31:09 +0000 2017,1.0,0.0,0.0,'The Simpsons' predicted Disney would buy Fox in an episode that aired way back in 1998 https://t.co/VbVDHI0tQq https://t.co/nlZkBfnhbd,2
202,@CNN,-0.2732,Thu Dec 14 16:20:07 +0000 2017,0.9,0.1,0.0,"Discount drugmaker Teva Pharmaceutical says it will slash 14,000 jobs around the world in an attempt to stabilize t… https://t.co/3ChgSvnvXX",3
203,@CNN,-0.6705,Thu Dec 14 16:08:51 +0000 2017,0.816,0.184,0.0,"The 20 children and six adults killed five years ago at Sandy Hook Elementary School in Newtown, Connecticut will b… https://t.co/b00R8LXzWG",4
204,@CNN,0.3612,Thu Dec 14 15:55:58 +0000 2017,0.894,0.0,0.106,"""I wasn’t ready for a woman President"": 81% of voters in this small Kentucky town voted for Trump, and most are sti… https://t.co/THBaOAW1Fg",5
205,@CNN,-0.802,Thu Dec 14 15:45:46 +0000 2017,0.675,0.325,0.0,"Rep. Blake Farenthold, who is under fire for accusations of sexual harassment, is not planning to run for re-electi… https://t.co/xurQGEBAd4",6
206,@CNN,-0.6369,Thu Dec 14 15:35:07 +0000 2017,0.69,0.246,0.065,Exclusive: US military advisers and their local Syrian partners killed 15 ISIS fighters and captured 15 more during… https://t.co/qB2kUB9E4a,7
207,@CNN,-0.9274,Thu Dec 14 15:25:05 +0000 2017,0.489,0.511,0.0,"A Kentucky lawmaker accused of sexually assaulting a teenage girl in 2013 died in a probable suicide Wednesday, a d… https://t.co/9RwthN5KTk",8
208,@CNN,0.4201,Thu Dec 14 15:15:16 +0000 2017,0.834,0.0,0.166,Eliminating net neutrality would make internet service look more like cable TV | via @CNNOpinion… https://t.co/Y3X14h90eD,9
209,@CNN,-0.5574,Thu Dec 14 15:05:10 +0000 2017,0.806,0.194,0.0,"A month after a New York woman died, someone used her identity to campaign against net neutrality… https://t.co/o3U1s2zxCP",10
210,@CNN,0.0,Thu Dec 14 14:55:14 +0000 2017,1.0,0.0,0.0,Use this calculator and see how the tax bill will affect your paycheck https://t.co/Claj7nTSOI https://t.co/sdcYeKC10C,11
211,@CNN,-0.3818,Thu Dec 14 14:45:06 +0000 2017,0.894,0.106,0.0,The fight for the future of the internet is about to come to a head. Here's what today's vote on net neutrality is… https://t.co/w0yuTUUF3T,12
212,@CNN,-0.0772,Thu Dec 14 14:35:05 +0000 2017,0.925,0.075,0.0,"Russian President Vladimir Putin says President Trump has made some ""fairly serious achievements"" during his first… https://t.co/vljyJQA1La",13
213,@CNN,-0.6249,Thu Dec 14 14:25:04 +0000 2017,0.758,0.242,0.0,"Omarosa Manigault Newman, the White House aide whose resignation was announced on Wednesday, denied reports that sh… https://t.co/JeXI18pbFY",14
214,@CNN,0.2263,Thu Dec 14 14:15:10 +0000 2017,0.872,0.0,0.128,The US will provide $120 million worth of military aid to Lebanon https://t.co/P3Udwqn2Ab https://t.co/q1wPLDJ0ru,15
215,@CNN,0.2732,Thu Dec 14 14:03:56 +0000 2017,0.87,0.0,0.13,The FCC is about to create an 'internet for the elite' | via @CNNopinion https://t.co/I5uv7ZiA1M https://t.co/Fz8hvLqiqJ,16
216,@CNN,0.0,Thu Dec 14 13:52:07 +0000 2017,1.0,0.0,0.0,The FCC is considering a plan that could change the way the internet is regulated. Here's what to know ahead of tod… https://t.co/kQgrTJpv5n,17
217,@CNN,0.128,Thu Dec 14 13:42:12 +0000 2017,0.795,0.092,0.113,"Roy Moore continues to refuse to concede the Alabama special election, saying in a new video that his campaign is w… https://t.co/VDCYAZvnzV",18
218,@CNN,0.4767,Thu Dec 14 13:30:47 +0000 2017,0.82,0.047,0.133,"""We're sorry, but you don't have access to Web Video Service. Would you like to add it for $9.99 a month?"" Prepare… https://t.co/6OVc2YSuGt",19
219,@CNN,-0.6705,Thu Dec 14 13:20:07 +0000 2017,0.816,0.184,0.0,"The 20 children and six adults killed five years ago at Sandy Hook Elementary School in Newtown, Connecticut will b… https://t.co/KoezhZHEKl",20
220,@CNN,0.5574,Thu Dec 14 13:11:14 +0000 2017,0.787,0.0,0.213,Alabama Trump voter who campaigned for Doug Jones: Roy Moore “represents hatred” and “hides behind God like a body… https://t.co/uxLJ7wpv8p,21
221,@CNN,-0.4404,Thu Dec 14 13:10:10 +0000 2017,0.868,0.132,0.0,"The majority of weapons used by ISIS since 2014 originated in China, Russia and Eastern Europe, according to a new… https://t.co/mBNhlc9Eb2",22
222,@CNN,-0.6249,Thu Dec 14 13:05:35 +0000 2017,0.849,0.151,0.0,Alabama Trump voter on why he did not vote for Roy Moore: “The Steve Bannon thing. The race issue and the racism is… https://t.co/HrB1haaPDf,23
223,@CNN,0.0,Thu Dec 14 13:00:19 +0000 2017,1.0,0.0,0.0,These 16 states are running out of funding for CHIP -- the Children's Health Insurance Program… https://t.co/ijufZAFtQ5,24
224,@CNN,-0.4588,Thu Dec 14 13:00:16 +0000 2017,0.875,0.125,0.0,Alabama Trump voter reacts to Roy Moore defeat: “He’s all about Roy Moore. He’s not about the people. He’s not a Re… https://t.co/xuElTjW3S7,25
225,@CNN,-0.34,Thu Dec 14 12:50:06 +0000 2017,0.888,0.112,0.0,"Sen. Bernie Sanders has joined the list of lawmakers calling on President Trump to resign, citing the multiple alle… https://t.co/zrRM3FOnJz",26
226,@CNN,0.0,Thu Dec 14 12:41:30 +0000 2017,1.0,0.0,0.0,"TV star turned Trump aide Omarosa Manigault Newman, a former ""The Apprentice"" contestant, is leaving her White Hous… https://t.co/bi7C8WHWiS",27
227,@CNN,-0.9274,Thu Dec 14 12:30:13 +0000 2017,0.489,0.511,0.0,"A Kentucky lawmaker accused of sexually assaulting a teenage girl in 2013 died in a probable suicide Wednesday, a d… https://t.co/2gUwPlAMgz",28
228,@CNN,0.0,Thu Dec 14 12:20:08 +0000 2017,1.0,0.0,0.0,The inside story of the GOP's Alabama meltdown https://t.co/rN9IDDnu9G https://t.co/g7oexqknul,29
229,@CNN,0.0,Thu Dec 14 12:15:17 +0000 2017,1.0,0.0,0.0,"JUST IN: Disney is buying most of Rupert Murdoch’s 21st Century Fox for $52.4 billion, in a deal that could reshape… https://t.co/ePNLOenKbx",30
230,@CNN,0.5719,Thu Dec 14 12:10:08 +0000 2017,0.748,0.0,0.252,How 2017's elections gave Democrats a recipe for big midterm wins https://t.co/zmLy4Dybar https://t.co/8xVzkOvznP,31
231,@CNN,-0.5423,Thu Dec 14 12:00:25 +0000 2017,0.788,0.212,0.0,"5 things for Thursday:

- Net neutrality
- Tax overhaul
- Rod Rosenstein
- Sexual harassment
- North Korea… https://t.co/WnLdOSzCC8",32
232,@CNN,0.0,Thu Dec 14 11:50:09 +0000 2017,1.0,0.0,0.0,"John McCain calls out Trump for his anti-media remarks, saying the President ""must understand his harmful rhetoric… https://t.co/7uPpV6jSzs",33
233,@CNN,-0.2732,Thu Dec 14 11:40:03 +0000 2017,0.905,0.095,0.0,"A new report finds that while teen drinking, smoking and drug use overall is fairly low, the percent of teens using… https://t.co/tN23IhOchR",34
234,@CNN,0.0,Thu Dec 14 11:30:11 +0000 2017,1.0,0.0,0.0,The FCC is considering a plan that could change the way the internet is regulated. Here's what to know ahead of tod… https://t.co/1JvYd3TCOg,35
235,@CNN,0.4215,Thu Dec 14 11:21:54 +0000 2017,0.781,0.0,0.219,How black women saved Alabama -- and democracy | @CNNOpinion https://t.co/jgbuT7SDEf https://t.co/5QlRhWV1KY,36
236,@CNN,0.743,Thu Dec 14 11:14:27 +0000 2017,0.717,0.0,0.283,You might need a break after the hectic holidays. Here are five places perfect to visit in January:… https://t.co/iatkxPPecH,37
237,@CNN,0.0,Thu Dec 14 11:04:41 +0000 2017,1.0,0.0,0.0,Two paintings by Renaissance artist Raphael have been discovered at the Vatican - after being hidden for 500 years https://t.co/LUUQ2055JO,38
238,@CNN,-0.4767,Thu Dec 14 10:55:31 +0000 2017,0.763,0.237,0.0,"Climate change made Hurricane Harvey's rainfall worse, study finds https://t.co/r2nwFRXmyc https://t.co/bW34zarLEQ",39
239,@CNN,-0.3182,Thu Dec 14 10:48:10 +0000 2017,0.827,0.173,0.0,British Prime Minister Theresa May lost a key Brexit vote yesterday https://t.co/aexOdbNeAN https://t.co/52X3QF6edU,40
240,@CNN,0.4201,Thu Dec 14 10:37:04 +0000 2017,0.834,0.0,0.166,Eliminating net neutrality would make internet service look more like cable TV | @CNNOpinion https://t.co/YiXc8qz5CQ https://t.co/HlNm8iqIyk,41
241,@CNN,0.6453,Thu Dec 14 10:22:35 +0000 2017,0.652,0.0,0.348,"The world really, really loves British television https://t.co/hsS046ToMV https://t.co/UWQztQ2GlT",42
242,@CNN,0.6908,Thu Dec 14 10:07:49 +0000 2017,0.491,0.11,0.399,The strange and fascinating stories behind your favorite Christmas songs https://t.co/VvS4nAOSYo,43
243,@CNN,0.0,Thu Dec 14 09:30:19 +0000 2017,1.0,0.0,0.0,"Alabama Senate candidate Roy Moore releases a new video statement, does not concede to Doug Jones… https://t.co/zCwqhkyRRZ",44
244,@CNN,0.2023,Thu Dec 14 09:20:07 +0000 2017,0.904,0.0,0.096,"The window of a US Marine Corps helicopter fell off mid-flight onto a school playing field, slightly injuring a chi… https://t.co/hNtWeqfjZD",45
245,@CNN,0.0,Thu Dec 14 09:20:05 +0000 2017,1.0,0.0,0.0,How US and Asian democracies can counter China | @marcorubio writes for @CNNOpinion  https://t.co/1MPBS6W5uN https://t.co/379DIdoT7G,46
246,@CNN,0.4215,Thu Dec 14 09:10:06 +0000 2017,0.826,0.0,0.174,Members of Parliament have voted in favor of lawmakers approving the final Brexit deal and the UK's withdrawal from… https://t.co/MKQPf1UoPY,47
247,@CNN,0.128,Thu Dec 14 09:01:09 +0000 2017,0.923,0.0,0.077,"After a Chinese daredevil fell from the rooftop of a 62-story building, a question has been raised: Who is to blame… https://t.co/ai2Abtki7P",48
248,@CNN,-0.8271,Thu Dec 14 08:44:01 +0000 2017,0.7,0.3,0.0,"At least 6,700 Rohingya died as a result of violence in Rakhine state between 25 August and 24 September, according… https://t.co/NpOUMytlTG",49
249,@CNN,0.1531,Thu Dec 14 08:31:04 +0000 2017,0.926,0.0,0.074,An Airbus plane mapped out an intricate Christmas tree -- with ornaments -- and it was spotted on flight radar… https://t.co/mAr3pMmvKN,50
250,@CNN,-0.9169,Thu Dec 14 08:29:43 +0000 2017,0.502,0.498,0.0,An embattled Kentucky state lawmaker facing sexual assault allegations died Wednesday from a probable suicide https://t.co/r4EQan0YzG,51
251,@CNN,0.4019,Thu Dec 14 08:19:24 +0000 2017,0.816,0.0,0.184,"These smart, self-driving buses are being tested in China: https://t.co/G6u4VAz9Ml via @cnntech https://t.co/2fkJMCEPC6",52
252,@CNN,0.0,Thu Dec 14 08:01:08 +0000 2017,1.0,0.0,0.0,More skyscrapers were built in 2017 than during any other year in history https://t.co/iU8Oo7WcH2 https://t.co/YApFrOsSe7,53
253,@CNN,0.1779,Thu Dec 14 07:50:06 +0000 2017,0.876,0.0,0.124,Japan's answer to Amazon plans to build its own cell-phone network https://t.co/2exLHi1PvF https://t.co/NhMhfxQZ4u,54
254,@CNN,-0.5267,Thu Dec 14 07:40:26 +0000 2017,0.794,0.206,0.0,"An Australian child sex offender was stopped from leaving the country Monday, under new laws which government minis… https://t.co/oR8tDS48zz",55
255,@CNN,0.2023,Thu Dec 14 07:31:10 +0000 2017,0.899,0.0,0.101,"Covfefe, Hurricane Irma and Matt Lauer? Here are the top searches on Google in 2017 https://t.co/1WFgtJe7sk https://t.co/rNXSQeAvLE",56
256,@CNN,-0.6369,Thu Dec 14 07:25:51 +0000 2017,0.743,0.257,0.0,A former associate of disgraced Hollywood mogul Harvey Weinstein has been accused of sexual misconduct by multiple… https://t.co/j3XLbMBubT,57
257,@CNN,0.0,Thu Dec 14 07:17:28 +0000 2017,1.0,0.0,0.0,"TV star turned Trump aide Omarosa Manigault Newman, a former ""The Apprentice"" contestant, is leaving her White Hous… https://t.co/uJ0MWQrt1Z",58
